contract_id,contract_name,address,file_path,compiler_version,data_source,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,failure_reason,error_message,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_has_complex_loops,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_has_cyclic_calls,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_has_cross_function_flow,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs
11,mapping_write,,data/smartbugs_curated/dataset/access_control/mapping_write.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,4,1,0,2,0,4,2,0.0,0.0,22.0,25.85,True,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
12,simple_suicide,,data/smartbugs_curated/dataset/access_control/simple_suicide.sol,,smartbugs_curated,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,0,0,1,0,2,2,0.0,0.0,12.0,18.0,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
13,incorrect_constructor_name3,,data/smartbugs_curated/dataset/access_control/incorrect_constructor_name3.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
14,incorrect_constructor_name2,,data/smartbugs_curated/dataset/access_control/incorrect_constructor_name2.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
15,unprotected0,,data/smartbugs_curated/dataset/access_control/unprotected0.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,4,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,1,0,0,0,3,1,0.0,0.0,4.0,4.933333333333334,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
16,proxy,,data/smartbugs_curated/dataset/access_control/proxy.sol,,smartbugs_curated,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,4,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,5,1,0,1,0,5,3,0.0,0.0,14.0,15.96,True,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
17,FibonacciBalance,,data/smartbugs_curated/dataset/access_control/FibonacciBalance.sol,,smartbugs_curated,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,0,9,5,3,5,0,1,2,52,2,1,1.0,0,18,0.34615384615384615,1,0,0,0,11,4,0,4,0,9,5,0.0,0.0,49.0,75.13333333333333,True,critical,,,10,5,0,3,0.5,False,0,5,5,3,1,3,0.5,False,3,2,0.6,4,5,1,True,3,1,0.3333333333333333,1
18,parity_wallet_bug_2,,data/smartbugs_curated/dataset/access_control/parity_wallet_bug_2.sol,,smartbugs_curated,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,2,2,59,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,58,6,0,4,0,13,7,0.0,0.0,89.0,425.83076923076925,True,critical,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
19,governmental_survey,,data/smartbugs_curated/dataset/time_manipulation/governmental_survey.sol,,smartbugs_curated,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,3,9,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,9,5,0,4,1,9,5,0.0,0.0,34.0,47.22222222222222,True,complex,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
20,roulette,,data/smartbugs_curated/dataset/time_manipulation/roulette.sol,,smartbugs_curated,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,3,0,3,0,5,3,0.0,0.0,28.0,28.560000000000002,True,complex,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
21,ether_lotto,,data/smartbugs_curated/dataset/time_manipulation/ether_lotto.sol,,smartbugs_curated,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,5,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,4,4,0,3,1,7,4,0.0,0.0,30.0,29.14285714285714,True,complex,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
22,timed_crowdsale,,data/smartbugs_curated/dataset/time_manipulation/timed_crowdsale.sol,,smartbugs_curated,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,1,0,0,0,2,2,0.0,0.0,3.0,4.05,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
23,lottopollo,,data/smartbugs_curated/dataset/time_manipulation/lottopollo.sol,,smartbugs_curated,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,4,3,2,2,0,7,0,31,1,1,3.0,0,7,0.22580645161290322,0,0,0,0,3,4,0,3,0,5,4,0.0,0.0,24.0,27.84,True,complex,,,16,16,0,4,1.0,False,1,9,3,3,2,2,0.4,False,2,1,1.0,2,2,1,True,2,2,0.5,2
24,dos_number,,data/smartbugs_curated/dataset/denial_of_service/dos_number.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,1,0,0,1,2,1,0.0,0.0,3.0,4.05,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
25,send_loop,,data/smartbugs_curated/dataset/denial_of_service/send_loop.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,4,1,0,1,1,4,2,0.0,0.0,13.0,15.275,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
26,list_dos,,data/smartbugs_curated/dataset/denial_of_service/list_dos.sol,,smartbugs_curated,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,7,8,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,15,0,9,5,7,4,0.0,0.0,63.0,121.5,True,critical,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
27,dos_simple,,data/smartbugs_curated/dataset/denial_of_service/dos_simple.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
28,auction,,data/smartbugs_curated/dataset/denial_of_service/auction.sol,,smartbugs_curated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,1,0,0,1,2,2,0.0,0.0,3.0,4.05,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
29,dos_address,,data/smartbugs_curated/dataset/denial_of_service/dos_address.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,1,0,1,0,2,1,0.0,0.0,12.0,16.2,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
30,lottery,,data/smartbugs_curated/dataset/bad_randomness/lottery.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,7,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,9,1,0,2,1,5,1,0.0,0.0,22.0,42.67999999999999,True,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
31,random_number_generator,,data/smartbugs_curated/dataset/bad_randomness/random_number_generator.sol,,smartbugs_curated,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,2,0,1,0,3,2,0.0,0.0,13.0,14.733333333333333,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
32,etheraffle,,data/smartbugs_curated/dataset/bad_randomness/etheraffle.sol,,smartbugs_curated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,6,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,3,0,0,2,5,2,0.0,0.0,6.0,6.119999999999999,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
33,lucky_doubler,,data/smartbugs_curated/dataset/bad_randomness/lucky_doubler.sol,,smartbugs_curated,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,12,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,6,13,0,7,2,10,5,0.0,0.0,62.0,93.62,True,critical,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
34,guess_the_random_number,,data/smartbugs_curated/dataset/bad_randomness/guess_the_random_number.sol,,smartbugs_curated,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,4,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,5,2,0,3,0,5,3,0.0,0.0,24.0,30.720000000000002,True,complex,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
35,smart_billions,,data/smartbugs_curated/dataset/bad_randomness/smart_billions.sol,,smartbugs_curated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,16,58,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,59,20,0,19,6,15,4,0.0,0.0,168.0,817.5999999999999,True,critical,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
36,old_blockhash,,data/smartbugs_curated/dataset/bad_randomness/old_blockhash.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
37,blackjack,,data/smartbugs_curated/dataset/bad_randomness/blackjack.sol,,smartbugs_curated,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,2,21,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,21,8,0,5,5,8,3,0.0,0.0,61.0,202.825,True,critical,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
38,integer_overflow_benign_1,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_benign_1.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,2.0,3.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
39,timelock,,data/smartbugs_curated/dataset/arithmetic/timelock.sol,,smartbugs_curated,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,4,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,1,0,0,0,3,2,0.0,0.0,4.0,4.933333333333334,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
40,integer_overflow_multitx_multifunc_feasible,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
41,BECToken,,data/smartbugs_curated/dataset/arithmetic/BECToken.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,24,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,26,3,0,0,0,6,1,0.0,0.0,24.0,112.4,True,complex,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
42,overflow_simple_add,,data/smartbugs_curated/dataset/arithmetic/overflow_simple_add.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
43,overflow_single_tx,,data/smartbugs_curated/dataset/arithmetic/overflow_single_tx.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
44,integer_overflow_1,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_1.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
45,token,,data/smartbugs_curated/dataset/arithmetic/token.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,5,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,6,0,0,1,0,3,1,0.0,0.0,10.0,20.0,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
46,integer_overflow_minimal,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_minimal.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
47,integer_overflow_mapping_sym_1,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
48,insecure_transfer,,data/smartbugs_curated/dataset/arithmetic/insecure_transfer.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,4,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,5,0,0,1,0,3,1,0.0,0.0,9.0,14.999999999999998,False,moderate,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
49,integer_overflow_multitx_onefunc_feasible,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
50,integer_overflow_add,,data/smartbugs_curated/dataset/arithmetic/integer_overflow_add.sol,,smartbugs_curated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,,,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0
