contract_id,contract_name,address,file_path,compiler_version,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,failure_reason,error_message
18,ERC1967Proxy,0x6E2a43be00000000000000000000000000000000,blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""blockchain/contracts/collected/Proxy.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Proxy.sol:5:1:
  |
5 | import ""../Proxy.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/beacon/IBeacon.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Upgrade.sol:5:1:
  |
5 | import ""../beacon/IBeacon.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/utils/Address.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Upgrade.sol:6:1:
  |
6 | import ""../../utils/Address.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/utils/StorageSlot.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ERC1967Proxy_0x6E2a43be/ERC1967Upgrade.sol:7:1:
  |
7 | import ""../../utils/StorageSlot.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
19,Toke,0x2e9d637800000000000000000000000000000000,blockchain/contracts/collected/Toke_0x2e9d6378,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Toke_0x2e9d6378/Toke.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20Pausable.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Toke_0x2e9d6378/Toke.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/token/ERC20/ERC20Pausable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Toke_0x2e9d6378/Toke.sol:7:1:
  |
7 | import ""@openzeppelin/contracts/access/Ownable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
20,CroToken,0xa0b73e1f00000000000000000000000000000000,blockchain/contracts/collected/CroToken_0xa0b73e1f.sol,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,44,5,6,8,0,5,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
21,Up,0x1d926bbe00000000000000000000000000000000,blockchain/contracts/collected/Up_0x1d926bbe.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,VERSION_MISMATCH,"Version mismatch: Invalid compilation: 
Invalid solc compilation Error: Source file requires different compiler version (current compiler is 0.8.31+commit.fd3a2265.Linux.g++) - note that nightly builds are considered to be strictly less than the released version
 --> blockchain/contracts/collected/Up_0x1d926bbe.sol:2:1:
  |
2 | pragma solidity =0.8.30 ^0.8.20;
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
22,PROB,0xfb559ce600000000000000000000000000000000,blockchain/contracts/collected/PROB_0xfb559ce6.sol,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,24,13,0,3,0,3,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
23,BicoTokenProxy,0xf17e658200000000000000000000000000000000,blockchain/contracts/collected/BicoTokenProxy_0xf17e6582.sol,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4,43,4,0,0,0,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
24,ENA,0x57e114b600000000000000000000000000000000,blockchain/contracts/collected/ENA_0x57e114b6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ENA_0x57e114b6/ENA.sol:4:1:
  |
4 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ENA_0x57e114b6/ENA.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ENA_0x57e114b6/ENA.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable2Step.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ENA_0x57e114b6/ENA.sol:7:1:
  |
7 | import ""@openzeppelin/contracts/access/Ownable2Step.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/ENA_0x57e114b6/interfaces/IENADefinitions.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ENA_0x57e114b6/ENA.sol:8:1:
  |
8 | import ""./interfaces/IENADefinitions.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
25,SOLV,0x256f2d6700000000000000000000000000000000,blockchain/contracts/collected/SOLV_0x256f2d67,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SOLV_0x256f2d67/Solv.sol:5:1:
  |
5 | import '@openzeppelin/contracts/token/ERC20/ERC20.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
26,CFG,0xcccccccc00000000000000000000000000000000,blockchain/contracts/collected/CFG_0xcccccccc,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""src/DelegationToken.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/CFG_0xcccccccc/CFG.sol:4:1:
  |
4 | import {DelegationToken} from ""src/DelegationToken.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""src/interfaces/ICFG.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/CFG_0xcccccccc/CFG.sol:5:1:
  |
5 | import {ICFG} from ""src/interfaces/ICFG.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
27,Comp,0x2ba592F700000000000000000000000000000000,blockchain/contracts/collected/Comp_0x2ba592F7.sol,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,5,20,3,12,0,14,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
28,UNCX,0xadb2437e00000000000000000000000000000000,blockchain/contracts/collected/UNCX_0xadb2437e,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,33,14,5,6,0,14,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
