contract_name,file_path,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,analysis_error
RocketTokenRPL,blockchain/contracts/collected/RocketTokenRPL_0xd3352606.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/RocketTokenRPL_0xd3352606.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
FiatTokenProxy,blockchain/contracts/collected/FiatTokenProxy_0xA0b86991.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/FiatTokenProxy_0xA0b86991.sol:1:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/FiatTokenProxy_0xA0b86991.sol:319:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/FiatTokenProxy_0xA0b86991.sol:260:56: Error: Data location must be ""calldata"" for parameter in external function, but none was given.
  function upgradeToAndCall(address newImplementation, bytes data) payable external ifAdmin {
                                                       ^--------^
"
UniswapV2Router02,blockchain/contracts/collected/UniswapV2Router02_0x7a250d56.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/UniswapV2Router02_0x7a250d56.sol:230:20: Error: Expected identifier but got reserved keyword 'immutable'
    address public immutable override factory;
                   ^-------^
"
ERC1967Proxy,blockchain/contracts/collected/ERC1967Proxy_0x77146784.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/ERC1967Proxy_0x77146784.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
Vyper,blockchain/contracts/collected/Vyper_contract_0xbEbc4478.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Vyper_contract_0xbEbc4478.sol:1:1: Error: Expected pragma, import directive or contract/interface/library definition.
# @version 0.2.4
^
"
TokenMintERC20Token,blockchain/contracts/collected/TokenMintERC20Token_0x95aD61b0.sol,False,False,False,False,0,0,0,43,21,6,0,0,0,
CryptoPunksMarket,blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:1:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.8;
^---------------------^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:59:5: Error: Functions are not allowed to have the same name as the contract. If you intend this to be a constructor, use ""constructor(...) { ... }"" to define it.
    function CryptoPunksMarket() payable {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:59:5: Error: No visibility specified. Did you intend to add ""public""?
    function CryptoPunksMarket() payable {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:69:5: Error: No visibility specified. Did you intend to add ""public""?
    function setInitialOwner(address to, uint punkIndex) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:70:34: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (msg.sender != owner) throw;
                                 ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:71:31: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (allPunksAssigned) throw;
                              ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:72:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:85:5: Error: No visibility specified. Did you intend to add ""public""?
    function setInitialOwners(address[] addresses, uint[] indices) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:86:34: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (msg.sender != owner) throw;
                                 ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:93:5: Error: No visibility specified. Did you intend to add ""public""?
    function allInitialOwnersAssigned() {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:94:34: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (msg.sender != owner) throw;
                                 ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:98:5: Error: No visibility specified. Did you intend to add ""public""?
    function getPunk(uint punkIndex) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:99:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:100:42: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punksRemainingToAssign == 0) throw;
                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:101:51: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] != 0x0) throw;
                                                  ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:102:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:110:5: Error: No visibility specified. Did you intend to add ""public""?
    function transferPunk(address to, uint punkIndex) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:111:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:112:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] != msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:113:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:132:5: Error: No visibility specified. Did you intend to add ""public""?
    function punkNoLongerForSale(uint punkIndex) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:133:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:134:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] != msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:135:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:140:5: Error: No visibility specified. Did you intend to add ""public""?
    function offerPunkForSale(uint punkIndex, uint minSalePriceInWei) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:141:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:142:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] != msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:143:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:148:5: Error: No visibility specified. Did you intend to add ""public""?
    function offerPunkForSaleToAddress(uint punkIndex, uint minSalePriceInWei, address toAddress) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:149:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:150:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] != msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:151:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:156:5: Error: No visibility specified. Did you intend to add ""public""?
    function buyPunk(uint punkIndex) payable {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:157:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:159:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:160:31: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!offer.isForSale) throw;                // punk not actually for sale
                              ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:161:72: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (offer.onlySellTo != 0x0 && offer.onlySellTo != msg.sender) throw;  // punk not supposed to be sold to this user
                                                                       ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:162:41: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (msg.value < offer.minValue) throw;      // Didn't send enough ETH
                                        ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:163:60: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (offer.seller != punkIndexToAddress[punkIndex]) throw; // Seller no longer owner of punk
                                                           ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:186:5: Error: No visibility specified. Did you intend to add ""public""?
    function withdraw() {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:187:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:195:5: Error: No visibility specified. Did you intend to add ""public""?
    function enterBidForPunk(uint punkIndex) payable {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:196:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:197:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;                
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:198:51: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] == 0x0) throw;
                                                  ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:199:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] == msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:200:29: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (msg.value == 0) throw;
                            ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:202:42: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (msg.value <= existing.value) throw;
                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:211:5: Error: No visibility specified. Did you intend to add ""public""?
    function acceptBidForPunk(uint punkIndex, uint minPrice) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:212:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:213:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;                
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:214:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] != msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:217:29: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (bid.value == 0) throw;
                            ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:218:35: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (bid.value < minPrice) throw;
                                  ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:232:5: Error: No visibility specified. Did you intend to add ""public""?
    function withdrawBidForPunk(uint punkIndex) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:233:33: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndex >= 10000) throw;
                                ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:234:32: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (!allPunksAssigned) throw;                
                               ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:235:51: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] == 0x0) throw;
                                                  ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:236:58: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (punkIndexToAddress[punkIndex] == msg.sender) throw;
                                                         ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:238:39: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (bid.bidder != msg.sender) throw;
                                      ^---^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:59:5: Warning: This declaration shadows an existing declaration.
    function CryptoPunksMarket() payable {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:2:1: The shadowed declaration is here:
contract CryptoPunksMarket {
^ (Relevant source part starts here and spans across multiple lines).

blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:85:31: Error: Data location must be ""memory"" for parameter in function, but none was given.
    function setInitialOwners(address[] addresses, uint[] indices) {
                              ^-----------------^
blockchain/contracts/collected/CryptoPunksMarket_0xb47e3cd8.sol:85:52: Error: Data location must be ""memory"" for parameter in function, but none was given.
    function setInitialOwners(address[] addresses, uint[] indices) {
                                                   ^------------^
"
L1ChugSplashProxy,blockchain/contracts/collected/L1ChugSplashProxy_0x99C9fc46.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/L1ChugSplashProxy_0x99C9fc46.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
EACAggregatorProxy,blockchain/contracts/collected/EACAggregatorProxy_0x5f4eC3Df.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/EACAggregatorProxy_0x5f4eC3Df.sol:147:5: Error: Expected '{' but got reserved keyword 'override'
    override
    ^------^
"
CoolCats,blockchain/contracts/collected/CoolCats_0x1A92f738.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/CoolCats_0x1A92f738.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
SDAO,blockchain/contracts/collected/SDAO_0xc20059e0.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/SDAO_0xc20059e0.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
Uni,blockchain/contracts/collected/Uni_0x1f9840a8.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Uni_0x1f9840a8.sol:5:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.16;
^----------------------^
blockchain/contracts/collected/Uni_0x1f9840a8.sol:6:1: Warning: Experimental features are turned on. Do not use experimental features on live deployments.
pragma experimental ABIEncoderV2;
^-------------------------------^
blockchain/contracts/collected/Uni_0x1f9840a8.sol:579:31: Error: Function not found.
        assembly { chainId := chainid() }
                              ^-----^
blockchain/contracts/collected/Uni_0x1f9840a8.sol:579:20: Error: Variable count does not match number of values (1 vs. 0)
        assembly { chainId := chainid() }
                   ^------------------^
"
ConvexToken,blockchain/contracts/collected/ConvexToken_0x4e3fbd56.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/ConvexToken_0x4e3fbd56.sol:517:42: Error: Expected ';' but got '{'
        (bool success, ) = recipient.call{ value: amount }("""");
                                         ^
"
Eul,blockchain/contracts/collected/Eul_0xd9fcd98c.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Eul_0xd9fcd98c.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
BMEX,blockchain/contracts/collected/BMEX_0xb113c6cf.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/BMEX_0xb113c6cf.sol:18:1: Error: Expected pragma, import directive or contract/interface/library definition.
abstract contract Context {
^------^
"
SushiToken,blockchain/contracts/collected/SushiToken_0x6B359506.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/SushiToken_0x6B359506.sol:17:1: Error: Expected pragma, import directive or contract/interface/library definition.
abstract contract Context {
^------^
"
TransparentUpgradeableProxy,blockchain/contracts/collected/TransparentUpgradeableProxy_0x68749665.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/TransparentUpgradeableProxy_0x68749665.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
UniswapV2Pair,blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol:84:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity =0.5.16;
^----------------------^
blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol:104:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity =0.5.16;
^----------------------^
blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol:200:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity =0.5.16;
^----------------------^
blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol:226:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity =0.5.16;
^----------------------^
blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol:297:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity =0.5.16;
^----------------------^
blockchain/contracts/collected/UniswapV2Pair_0xBb2b8038.sol:129:24: Error: Multiple matching identifiers. Resolving overloaded identifiers is not supported.
            chainId := chainid
                       ^-----^
"
BurnableMintableCappedERC20,blockchain/contracts/collected/BurnableMintableCappedERC20_0x467719ad.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/BurnableMintableCappedERC20_0x467719ad.sol:14:18: Error: Expected ';' but got '('
    error NotSelf();
                 ^
"
Proxy,blockchain/contracts/collected/Proxy_0x7712c342.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Proxy_0x7712c342.sol:33:13: Error: Expected identifier but got '('
    fallback() external {
            ^
"
Vault,blockchain/contracts/collected/Vault_0xBA122222.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Vault_0xBA122222.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
CFG,blockchain/contracts/collected/CFG_0xcccccccc.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/CFG_0xcccccccc.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
MiniMeToken,blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:244:47: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOf(address _owner) public constant returns (uint256 balance) {
                                              ^------^
blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:279:65: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
                                                                ^------^
blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:305:35: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function totalSupply() public constant returns (uint) {
                                  ^------^
blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:318:68: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOfAt(address _owner, uint _blockNumber) public constant returns (uint) {
                                                                   ^------^
blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:342:54: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function totalSupplyAt(uint _blockNumber) public constant returns(uint) {
                                                     ^------^
blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:456:72: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function getValueAt(Checkpoint[] storage checkpoints, uint _block) constant internal returns (uint) {
                                                                       ^------^
blockchain/contracts/collected/MiniMeToken_0x5A98FcBE.sol:498:40: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function isContract(address _addr) constant internal returns(bool) {
                                       ^------^
"
WETH9,blockchain/contracts/collected/WETH9_0xC02aaA39.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/WETH9_0xC02aaA39.sol:16:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.18;
^----------------------^
blockchain/contracts/collected/WETH9_0xC02aaA39.sol:31:5: Error: Fallback function must be defined as ""external"".
    function() public payable {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/WETH9_0xC02aaA39.sol:36:9: Error: Event invocations have to be prefixed by ""emit"".
        Deposit(msg.sender, msg.value);
        ^----------------------------^
blockchain/contracts/collected/WETH9_0xC02aaA39.sol:42:9: Error: Event invocations have to be prefixed by ""emit"".
        Withdrawal(msg.sender, wad);
        ^-------------------------^
blockchain/contracts/collected/WETH9_0xC02aaA39.sol:46:16: Error: Member ""balance"" not found or not visible after argument-dependent lookup in contract WETH9. Use ""address(this).balance"" to access this address member.
        return this.balance;
               ^----------^
"
BAToken,blockchain/contracts/collected/BAToken_0x0D8775F6.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/BAToken_0x0D8775F6.sol:34:40: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOf(address _owner) constant returns (uint256 balance);
                                       ^------^
blockchain/contracts/collected/BAToken_0x0D8775F6.sol:38:58: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function allowance(address _owner, address _spender) constant returns (uint256 remaining);
                                                         ^------^
blockchain/contracts/collected/BAToken_0x0D8775F6.sol:70:40: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOf(address _owner) constant returns (uint256 balance) {
                                       ^------^
blockchain/contracts/collected/BAToken_0x0D8775F6.sol:80:58: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
                                                         ^------^
"
AnyswapV5ERC20,blockchain/contracts/collected/AnyswapV5ERC20_0x9Fb9a339.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/AnyswapV5ERC20_0x9Fb9a339.sol:143:19: Error: Expected identifier but got reserved keyword 'immutable'
    uint8  public immutable override decimals;
                  ^-------^
"
